User_ID,Created,Paying,Tester,Level,Country,Channel
1093829,2018-08-28 23:25:58,False,False,6,US,Organic
1202301,2018-10-13 19:49:35,False,False,16,SE,Facebook Ads
1328118,2018-11-20 08:12:22,False,False,3,GB,Facebook Ads
1369510,2018-12-04 14:21:50,False,False,1,IT,Organic
944338,2018-06-14 18:04:47,False,False,11,GB,Organic
1005179,2018-07-18 17:10:49,False,False,3,US,Organic
1288833,2018-11-15 23:30:03,False,False,1,CA,Facebook Ads
19874,2017-05-23 09:15:00,False,False,9,PH,Organic
298284,2017-11-13 22:00:48,False,False,27,BE,Facebook Ads
1238267,2018-10-28 02:22:22,False,False,37,MX,Organic
1284904,2018-11-12 21:04:08,False,False,1,BR,Organic
478488,2017-12-17 08:43:52,False,False,43,NL,Organic
1370547,2018-12-06 02:35:22,False,False,1,AU,Facebook Ads
479345,2017-12-18 10:45:15,False,False,7,RU,Organic
1249570,2018-11-01 18:16:48,False,False,13,US,Facebook Ads
1308221,2018-11-19 12:36:14,False,False,1,US,Facebook Ads
73065,2017-07-26 18:05:00,False,False,12,US,Organic
45576,2017-06-14 20:35:00,False,False,30,US,Organic
1370076,2018-12-05 11:22:26,False,False,5,SK,Facebook Ads
1333158,2018-11-18 23:18:11,False,False,21,BR,Organic
1284360,2018-11-12 20:45:10,True,False,12,US,Facebook Ads
1284863,2018-11-13 22:11:54,False,False,1,CL,Organic
1298162,2018-11-16 12:01:47,False,False,1,US,Organic
1067026,2018-08-14 20:35:35,False,False,47,RU,Facebook Ads
733634,2018-02-22 13:35:11,False,False,5,AR,unityads_int
1219293,2018-10-22 17:12:23,True,False,20,US,Facebook Ads
1083749,2018-08-23 19:11:41,False,False,21,DE,Facebook Ads
1333591,2018-11-21 03:42:15,False,False,7,US,Organic
1363491,2018-11-29 18:45:39,False,False,15,IT,Facebook Ads
1283877,2018-11-11 19:22:17,False,False,5,UA,Organic
1288288,2018-11-14 21:19:48,False,False,3,US,Facebook Ads
1273114,2018-11-09 08:49:38,False,False,1,KR,Facebook Ads
1363905,2018-11-30 16:03:14,False,False,7,GB,Facebook Ads
1360360,2018-11-28 13:18:33,True,False,18,SE,Organic
821379,2018-04-01 00:23:34,False,False,1,CN,Organic
1363381,2018-11-29 15:01:08,False,False,3,US,Facebook Ads
1303106,2018-11-18 20:21:00,False,False,1,US,unityads_int
1333824,2018-11-21 13:52:53,False,False,1,AU,Organic
773953,2018-03-21 19:03:27,True,False,21,CA,Organic
1284306,2018-11-11 18:17:22,False,False,9,IN,Organic
1369348,2018-12-04 06:13:21,False,False,1,US,Facebook Ads
1269832,2018-11-08 04:01:00,False,False,1,US,Organic
1118396,2018-09-07 20:52:40,False,False,13,US,unityads_int
1284450,2018-11-13 01:30:57,False,False,12,KR,Facebook Ads
1004657,2018-07-17 18:26:54,False,False,10,SK,Organic
1273375,2018-11-09 21:55:30,True,False,21,LV,Facebook Ads
1334732,2018-11-23 03:35:03,False,False,1,JP,Organic
1371224,2018-12-06 23:36:19,False,False,1,IT,Facebook Ads
820092,2018-03-29 20:48:18,False,False,1,US,Facebook Ads
1363283,2018-11-29 11:04:56,False,False,8,IE,Facebook Ads
1064055,2018-08-12 09:57:27,False,False,11,RU,Organic
1069534,2018-08-16 19:25:17,False,False,8,CA,Organic
1048977,2018-08-02 18:10:31,False,False,5,US,Organic
1003690,2018-07-15 06:31:52,True,False,56,US,Facebook Ads
1298308,2018-11-16 18:26:21,False,False,19,HU,Organic
775292,2018-03-23 21:53:53,False,False,7,US,Organic
1053645,2018-08-06 05:48:14,False,False,1,CN,Organic
749804,2018-03-07 05:53:17,False,False,3,US,unityads_int
1288604,2018-11-15 13:19:30,False,False,1,VN,Organic
663480,2018-02-14 13:57:17,False,False,11,US,Facebook Ads
1284215,2018-11-12 14:17:34,False,False,8,UA,Facebook Ads
1273191,2018-11-09 14:25:25,False,False,1,MO,Organic
1334656,2018-11-22 23:49:15,False,False,8,KR,Organic
1270166,2018-11-08 21:21:08,False,False,4,US,unityads_int
1369204,2018-12-03 22:26:33,False,False,1,US,Facebook Ads
506563,2017-12-29 15:12:37,False,False,2,DK,Organic
898782,2018-05-16 17:15:10,False,False,8,IT,chartboosts2s_int
1008696,2018-07-25 19:43:27,True,False,41,PL,Facebook Ads
1359263,2018-11-26 05:00:31,False,False,17,JP,Facebook Ads
1153694,2018-09-19 13:09:34,False,False,5,US,Organic
1284251,2018-11-12 15:57:01,False,False,9,TR,Organic
1360052,2018-11-27 19:47:12,False,False,52,US,Facebook Ads
1360005,2018-11-27 17:47:55,False,False,4,BY,Organic
607405,2018-02-04 13:41:48,False,False,4,RU,Organic
1283228,2018-11-10 13:16:09,False,False,1,TH,Facebook Ads
1370281,2018-12-05 18:15:09,False,False,1,US,Facebook Ads
1268410,2018-11-05 01:40:44,False,False,8,US,Organic
1283615,2018-11-11 07:06:02,False,False,6,TW,Facebook Ads
7507,2017-05-17 11:10:00,False,False,20,NL,Organic
829410,2018-04-05 15:26:25,True,False,10,DE,Organic
996925,2018-07-12 20:19:54,False,False,1,US,Facebook Ads
1370962,2018-12-06 16:33:57,False,False,18,CZ,Organic
1371030,2018-12-06 18:13:16,False,False,3,RU,Facebook Ads
23559,2017-05-24 18:45:00,True,False,9,AU,Organic
1334587,2018-11-22 20:38:00,False,False,5,GB,Organic
308364,2017-11-14 18:11:20,False,False,2,CA,Organic
1078143,2018-08-23 00:14:01,False,False,29,NO,Facebook Ads
1288222,2018-11-14 18:58:23,False,False,6,US,Organic
858780,2018-04-23 15:27:50,False,False,10,SE,Organic
1284145,2018-11-12 10:33:40,False,False,5,TH,Organic
1183247,2018-09-30 22:10:57,False,False,5,US,unityads_int
1333136,2018-11-20 10:27:21,False,False,8,RU,Facebook Ads
819,2017-05-14 17:35:00,True,False,54,US,Organic
771852,2018-03-17 12:45:27,True,False,19,HU,Facebook Ads
997134,2018-07-13 08:15:45,False,False,6,RU,Facebook Ads
1368610,2018-12-02 14:32:42,False,False,3,MX,Facebook Ads
1128509,2018-09-16 15:55:08,False,False,19,US,unityads_int
1363127,2018-11-28 23:29:18,True,False,14,US,Facebook Ads
854158,2018-04-19 23:31:33,True,False,52,US,Organic
1288895,2018-11-16 02:45:48,False,False,13,US,Organic
1298624,2018-11-17 14:39:19,False,False,4,GB,Facebook Ads
1318157,2018-11-19 16:56:56,False,False,5,IT,Organic
1269690,2018-11-07 19:40:43,True,False,7,DE,Facebook Ads
1369025,2018-12-03 13:19:19,False,False,1,GB,Organic
1358527,2018-11-24 13:48:45,False,False,1,RU,Organic
1370327,2018-12-05 19:42:53,False,False,1,US,Organic
1369302,2018-12-04 03:53:22,False,False,1,US,Organic
1096415,2018-08-30 19:44:17,False,False,48,US,Organic
1258446,2018-11-03 03:38:54,False,False,1,JP,Organic
1359048,2018-11-25 17:08:11,False,False,1,BE,Facebook Ads
1298693,2018-11-17 17:33:51,True,False,16,TR,Facebook Ads
1298330,2018-11-16 19:07:34,True,False,12,US,Facebook Ads
1359096,2018-11-25 19:30:17,False,False,8,US,Organic
1083545,2018-08-23 16:27:16,False,False,7,RU,unityads_int
1363868,2018-11-30 13:51:01,False,False,1,US,Facebook Ads
1369844,2018-12-05 02:03:33,False,False,1,JP,Facebook Ads
1268521,2018-11-05 09:22:13,False,False,11,PH,Organic
1368970,2018-12-03 10:46:48,False,False,6,RU,Organic
1359439,2018-11-26 15:27:05,False,False,1,US,Organic
1333982,2018-11-21 19:47:49,False,False,3,SI,Organic
54078,2017-06-28 10:55:00,False,False,3,AU,Facebook Ads
1269303,2018-11-06 22:53:01,False,False,4,US,Facebook Ads
1288137,2018-11-14 15:17:47,False,False,1,US,Organic
47834,2017-06-18 15:15:00,False,False,22,TR,Facebook Ads
46089,2017-06-15 14:40:00,False,False,55,GB,Organic
1213287,2018-10-17 02:14:51,False,False,7,AU,Organic
1363928,2018-11-30 16:59:11,False,False,3,RU,Organic
1203152,2018-10-16 12:24:45,False,False,1,CN,Organic
1358623,2018-11-24 19:22:58,True,False,14,TW,Facebook Ads
1283856,2018-11-11 18:37:30,True,False,12,PA,Facebook Ads
1128226,2018-09-15 19:23:37,False,False,4,GB,Organic
1283647,2018-11-11 08:37:18,False,False,9,TW,Facebook Ads
1106342,2018-09-01 01:06:00,True,False,13,US,Organic
1359244,2018-11-26 03:44:05,False,False,1,PH,Facebook Ads
1154105,2018-09-20 12:36:22,True,False,50,KR,Organic
1358696,2018-11-24 23:02:58,False,False,34,CA,Organic
1218535,2018-10-20 18:54:11,True,False,13,US,Facebook Ads
1334806,2018-11-23 08:00:30,False,False,4,US,Facebook Ads
1363236,2018-11-29 08:48:03,False,False,1,UA,Organic
1238177,2018-10-27 19:20:07,False,False,4,JP,Organic
1173151,2018-09-25 12:26:38,True,False,27,US,Organic
1323322,2018-11-20 05:45:27,False,False,1,CN,Organic
1109584,2018-09-06 17:43:46,False,False,6,RU,ironsource_int
1370880,2018-12-06 14:37:14,False,False,6,RU,Facebook Ads
573566,2018-01-19 18:56:07,False,False,11,GB,Organic
944477,2018-06-15 00:03:58,False,False,23,US,unityads_int
1218904,2018-10-21 15:43:24,False,False,3,LV,Facebook Ads
1298183,2018-11-16 12:58:05,False,False,1,IE,Organic
1269688,2018-11-07 19:34:47,False,False,16,GB,Organic
753537,2018-03-10 06:51:47,False,False,4,US,Organic
1283306,2018-11-10 16:18:51,False,False,1,GB,Facebook Ads
1284079,2018-11-12 05:15:40,False,False,12,US,Facebook Ads
205454,2017-10-21 06:57:02,False,False,11,US,Organic
14414,2017-05-20 13:50:00,False,False,14,JP,Organic
1334223,2018-11-22 06:50:43,False,False,5,TR,Facebook Ads
1370323,2018-12-05 19:37:06,False,False,3,TW,Facebook Ads
1333323,2018-11-20 16:47:40,False,False,26,US,Facebook Ads
1333651,2018-11-21 06:00:05,False,False,9,US,Organic
1218558,2018-10-20 20:14:05,False,False,14,US,Facebook Ads
1072559,2018-08-19 06:12:27,True,False,52,KR,Facebook Ads
2666,2017-05-15 10:40:00,False,False,11,US,unityads_int
1371216,2018-12-06 23:27:23,False,False,25,GB,Facebook Ads
841085,2018-04-10 20:55:24,False,False,11,US,Organic
1369309,2018-12-04 04:20:06,False,False,1,US,Facebook Ads
1248401,2018-10-30 09:13:53,False,False,12,SK,Organic
1270303,2018-11-09 06:12:09,False,False,2,RU,Organic
1174145,2018-09-27 12:20:25,False,False,13,GB,Organic
1270205,2018-11-08 23:54:16,False,False,4,JP,Organic
1370053,2018-12-05 10:24:01,False,False,1,DE,Organic
1268496,2018-11-05 07:42:36,False,False,9,HK,Facebook Ads
1368799,2018-12-03 00:06:35,False,False,12,FR,Organic
1288446,2018-11-15 04:01:01,False,False,12,TH,Facebook Ads
1228751,2018-10-25 03:34:34,False,False,11,US,Organic
1369456,2018-12-04 12:25:43,False,False,1,GB,Organic
1371177,2018-12-06 22:18:55,False,False,8,IT,Facebook Ads
1174684,2018-09-28 19:09:02,False,False,5,CA,Organic
1263452,2018-11-04 01:05:32,False,False,6,US,Organic
1273291,2018-11-09 18:49:56,False,False,5,IQ,Facebook Ads
1368709,2018-12-02 19:02:12,False,False,1,IT,Organic
1369053,2018-12-03 14:32:04,False,False,3,VN,Organic
1283997,2018-11-12 01:36:43,False,False,1,LA,Organic
96235,2017-09-07 16:30:00,False,False,8,US,Organic
1228270,2018-10-23 21:11:17,False,False,6,CA,Organic
1263396,2018-11-03 22:47:43,True,False,52,US,Organic
1334108,2018-11-22 00:51:21,False,False,5,US,unityads_int
1067891,2018-08-15 11:46:03,False,False,3,US,Organic
1263530,2018-11-04 06:42:49,True,False,26,GT,Facebook Ads
1085201,2018-08-24 22:43:51,False,False,8,US,Organic
1333835,2018-11-21 14:24:28,False,False,15,GB,Facebook Ads
1218485,2018-10-20 15:39:03,False,False,13,US,Organic
1323227,2018-11-20 01:18:57,False,False,3,US,Facebook Ads
1198733,2018-10-03 20:31:57,False,False,22,CA,ironsource_int
1359727,2018-11-27 03:58:06,False,False,8,TW,Facebook Ads
1213255,2018-10-16 23:52:01,False,False,13,DE,Organic
1358565,2018-11-24 15:56:45,False,False,4,CA,Organic
1054420,2018-08-07 18:00:25,False,False,8,RU,Organic
1334775,2018-11-23 06:02:55,True,False,20,US,unityads_int
1065604,2018-08-13 18:11:40,True,False,6,DE,Organic
1200661,2018-10-09 18:26:49,False,False,13,RU,unityads_int
1199721,2018-10-05 11:22:19,False,False,1,ML,Organic
1065333,2018-08-13 12:16:59,False,False,19,PL,Organic
1005319,2018-07-18 22:35:32,True,False,18,US,Facebook Ads
1121061,2018-09-11 23:08:52,False,False,21,US,Organic
1334795,2018-11-23 07:17:05,False,False,5,JP,Facebook Ads
1360103,2018-11-27 22:20:47,False,False,1,US,Organic
1269839,2018-11-08 04:30:51,False,False,1,BR,Organic
346656,2017-11-30 08:42:29,True,False,45,RU,Facebook Ads
1085252,2018-08-24 23:46:50,True,False,24,US,Facebook Ads
1283921,2018-11-11 21:42:48,False,False,3,US,Organic
478942,2017-12-17 18:39:22,True,False,19,US,chartboosts2s_int
1358634,2018-11-24 19:55:46,False,False,10,US,Organic
1358353,2018-11-24 02:35:41,False,False,1,US,Facebook Ads
1368316,2018-12-01 22:02:59,True,False,18,US,Facebook Ads
1358577,2018-11-24 16:42:27,False,False,6,DE,Organic
1333275,2018-11-20 15:17:33,False,False,5,US,Facebook Ads
1364066,2018-11-30 23:45:51,False,False,1,US,Organic
1369572,2018-12-04 16:44:28,False,False,1,HU,Facebook Ads
1270028,2018-11-08 16:17:02,False,False,1,NP,Organic
1268132,2018-11-04 13:00:08,False,False,17,US,unityads_int
1064896,2018-08-13 00:48:28,False,False,9,US,Organic
1238453,2018-10-28 20:34:17,False,False,6,SA,Organic
1154287,2018-09-20 19:45:09,False,False,11,US,unityads_int
1371090,2018-12-06 20:05:57,False,False,4,HU,Facebook Ads
1198961,2018-10-04 07:55:57,False,False,14,FR,Organic
1103248,2018-08-31 16:24:49,True,False,30,US,Organic
1288573,2018-11-15 11:53:00,False,False,7,GB,Facebook Ads
1249241,2018-11-01 00:55:15,True,False,15,US,Facebook Ads
1333127,2018-11-20 09:54:21,False,False,6,US,unityads_int
1218250,2018-10-19 21:30:10,False,False,15,US,unityads_int
375777,2017-12-04 15:50:53,False,False,7,DK,Organic
1370931,2018-12-06 15:40:19,False,False,11,US,Facebook Ads
338392,2017-11-26 23:58:04,False,False,6,US,Organic
1108524,2018-09-05 13:39:17,False,False,1,CN,Organic
1218549,2018-10-20 19:28:22,False,False,9,US,Organic
1333336,2018-11-20 17:03:17,False,False,23,US,Facebook Ads
1371191,2018-12-06 22:46:53,False,False,1,NL,Facebook Ads
1359688,2018-11-27 02:04:08,False,False,16,US,Facebook Ads
481479,2017-12-21 02:33:44,False,False,8,US,Organic
1106735,2018-09-03 16:22:51,False,False,17,US,Organic
1298157,2018-11-16 11:55:59,False,False,1,US,Organic
30528,2017-05-29 16:40:00,False,False,8,GB,Organic
1284711,2018-11-13 15:53:53,False,False,1,US,Organic
1228619,2018-10-24 19:09:05,False,False,17,US,unityads_int
1368672,2018-12-02 16:58:17,False,False,10,US,Facebook Ads
1284184,2018-11-12 12:31:15,True,False,22,FR,Facebook Ads
1368968,2018-12-03 10:33:21,False,False,1,ES,Organic
1263322,2018-11-03 19:32:40,False,False,9,US,Facebook Ads
1263552,2018-11-04 08:26:44,False,False,1,CN,Organic
1023256,2018-07-28 23:26:07,False,False,15,RU,Facebook Ads
1269986,2018-11-08 14:00:45,False,False,1,CN,Organic
1269821,2018-11-08 03:00:53,False,False,12,US,unityads_int
1334210,2018-11-21 23:43:29,False,False,8,US,unityads_int
1368135,2018-12-01 12:37:55,False,False,8,GB,Organic
338401,2017-11-27 00:14:14,True,False,27,CA,Organic
1269984,2018-11-08 13:47:08,False,False,1,RU,Organic
1363239,2018-11-29 08:54:58,False,False,1,IT,Organic
1369485,2018-12-04 13:30:01,False,False,3,DE,Organic
1359644,2018-11-26 23:19:04,False,False,1,US,Organic
1298270,2018-11-16 16:43:12,False,False,6,RU,Organic
1298298,2018-11-16 17:56:57,False,False,8,DE,Facebook Ads
1105760,2018-09-02 19:34:34,False,False,10,CA,Facebook Ads
1071462,2018-08-18 09:48:20,False,False,50,US,Organic
1369885,2018-12-05 03:37:47,False,False,8,AU,Organic
41066,2017-06-08 21:50:00,True,False,28,US,Organic
1358317,2018-11-23 23:36:01,False,False,11,US,Organic
1154487,2018-09-21 06:00:03,False,False,6,JP,Organic
1269932,2018-11-08 10:53:57,False,False,1,DE,Organic
1368853,2018-12-03 03:02:17,False,False,1,US,Facebook Ads
1249564,2018-11-01 18:09:49,False,False,7,GB,Facebook Ads
747068,2018-03-03 00:47:44,False,False,1,US,Organic
1023336,2018-07-29 07:13:22,True,False,33,US,Organic
92681,2017-09-03 21:10:00,False,False,9,GB,Organic
40903,2017-06-08 18:55:00,True,False,36,US,Organic
1288323,2018-11-14 22:36:31,False,False,1,BR,Organic
1005341,2018-07-18 23:07:05,False,False,9,KR,Facebook Ads
1283585,2018-11-11 05:08:37,True,False,20,US,Facebook Ads
1119524,2018-09-09 11:53:26,False,False,6,US,unityads_int
4620,2017-05-16 02:50:00,False,False,55,US,Organic
1358851,2018-11-25 08:05:19,False,False,4,US,Facebook Ads
1369219,2018-12-03 23:19:15,False,False,9,US,Organic
573119,2018-01-19 00:04:54,True,False,29,US,Facebook Ads
1273266,2018-11-09 17:53:33,False,False,4,RU,Organic
1298134,2018-11-16 10:33:49,False,False,13,AE,Organic
1371049,2018-12-06 18:50:27,False,False,8,US,Facebook Ads
345933,2017-11-29 23:16:00,False,False,13,US,unityads_int
898703,2018-05-16 13:32:41,True,False,30,GB,Organic
1371152,2018-12-06 21:44:59,True,False,5,US,Facebook Ads
1369155,2018-12-03 19:58:47,False,False,1,IL,Organic
61895,2017-07-08 08:00:00,False,False,30,US,Organic
564157,2018-01-11 23:14:37,False,False,41,DE,Organic
1298725,2018-11-17 18:39:16,False,False,1,US,Organic
21385,2017-05-23 21:50:00,False,False,31,IT,Organic
1369301,2018-12-04 03:47:21,False,False,3,US,Organic
428527,2017-12-10 07:20:11,False,False,6,AU,Organic
1371054,2018-12-06 18:59:33,False,False,1,US,Facebook Ads
843342,2018-04-15 20:21:10,False,False,19,US,Facebook Ads
1270266,2018-11-09 03:24:27,False,False,1,US,Organic
129814,2017-10-07 05:34:18,False,False,54,TW,Organic
8950,2017-05-17 21:35:00,False,False,34,GB,Organic
823329,2018-04-02 16:17:27,False,False,3,US,Organic
248193,2017-10-31 11:52:56,False,False,6,US,Facebook Ads
1163149,2018-09-23 10:51:21,True,False,18,AT,Organic
1358900,2018-11-25 09:55:38,False,False,4,UA,Facebook Ads
1263359,2018-11-03 20:51:13,False,False,13,US,Organic
1359044,2018-11-25 16:50:48,False,False,4,US,Organic
1369806,2018-12-05 00:33:36,True,False,15,US,Facebook Ads
77111,2017-08-04 07:55:00,False,False,17,RU,Facebook Ads
1283811,2018-11-11 16:35:42,False,False,3,FR,Facebook Ads
1323174,2018-11-19 22:14:10,False,False,5,AU,Facebook Ads
864956,2018-05-03 03:32:12,False,False,55,JP,Organic
1368868,2018-12-03 04:12:16,True,False,15,CH,Organic
1288441,2018-11-15 03:45:08,False,False,3,KR,Organic
1249475,2018-11-01 14:42:14,False,False,5,FR,Organic
1333672,2018-11-21 07:20:53,False,False,1,FR,Organic
1334095,2018-11-22 00:15:56,False,False,1,US,Facebook Ads
1369739,2018-12-04 21:54:32,False,False,4,GB,Facebook Ads
1368444,2018-12-02 05:30:11,False,False,1,TR,Facebook Ads
1108858,2018-09-05 21:00:47,False,False,10,US,unityads_int
1359730,2018-11-27 04:12:52,False,False,3,MY,Facebook Ads
506445,2017-12-29 07:17:55,False,False,6,HK,Organic
1334464,2018-11-22 15:50:36,False,False,1,FR,Organic
1229304,2018-10-26 22:52:30,True,False,16,US,unityads_int
929793,2018-06-01 00:19:33,False,False,6,US,Organic
1370772,2018-12-06 11:15:01,False,False,1,TR,Facebook Ads
914933,2018-05-25 21:14:00,True,False,46,GB,Organic
1168277,2018-09-25 01:33:08,False,False,8,AU,Facebook Ads
1173387,2018-09-25 23:38:53,False,False,9,US,Organic
77419,2017-08-05 03:10:00,False,False,24,US,Organic
1269458,2018-11-07 05:49:11,False,False,8,VN,Facebook Ads
1299214,2018-11-18 15:11:21,False,False,7,RU,Facebook Ads
1368310,2018-12-01 21:44:24,False,False,1,US,Organic
1363965,2018-11-30 18:36:43,False,False,2,US,Organic
768638,2018-03-11 19:32:10,False,False,19,US,Organic
1284271,2018-11-12 16:49:28,True,False,12,US,Organic
1285001,2018-11-14 04:32:29,False,False,6,TW,Facebook Ads
1363742,2018-11-30 06:35:30,False,False,1,VN,Facebook Ads
1334021,2018-11-21 21:17:39,True,False,22,US,Facebook Ads
93942,2017-09-05 06:55:00,True,False,51,PE,Facebook Ads
273179,2017-11-11 05:05:31,True,False,54,US,Organic
92192,2017-09-02 21:50:00,False,False,54,FR,Facebook Ads
1273282,2018-11-09 18:33:08,True,False,5,US,Facebook Ads
194949,2017-10-17 18:54:36,False,False,9,US,Organic
1096384,2018-08-30 19:18:40,False,False,16,US,Facebook Ads
1364095,2018-12-01 01:34:14,False,False,1,US,unityads_int
603148,2018-01-27 14:23:22,True,True,56,RU,appsflyer_sdk_test_int
1359783,2018-11-27 07:10:13,False,False,11,BR,Facebook Ads
1308222,2018-11-19 12:39:01,False,False,1,RU,Facebook Ads
1323137,2018-11-19 20:22:11,False,False,8,US,Organic
87447,2017-08-22 22:25:00,False,False,14,GB,Organic
1268420,2018-11-05 02:16:12,True,False,29,US,unityads_int
1248364,2018-10-30 06:04:44,False,False,5,AU,Organic
996585,2018-07-12 02:03:46,False,False,4,US,Organic
1201400,2018-10-11 13:46:42,False,False,28,DE,Organic
14017,2017-05-20 08:20:00,False,False,17,CZ,Facebook Ads
570551,2018-01-17 21:02:31,False,False,14,US,Organic
1298467,2018-11-17 03:44:44,False,False,6,US,Organic
735299,2018-02-24 05:09:39,False,False,13,US,Organic
1213645,2018-10-17 23:59:13,False,False,1,CN,Organic
1108582,2018-09-05 14:45:16,True,False,24,CA,Facebook Ads
1219025,2018-10-21 20:59:52,False,False,19,US,Organic
1303173,2018-11-18 22:56:53,False,False,9,US,Facebook Ads
1358678,2018-11-24 21:48:35,False,False,5,US,unityads_int
879181,2018-05-10 17:08:02,False,False,19,NL,Organic
1359833,2018-11-27 09:17:52,False,False,3,AU,Organic
1065170,2018-08-13 06:07:52,False,False,33,US,Organic
1269558,2018-11-07 14:03:38,False,False,1,NL,Organic
1369667,2018-12-04 19:30:35,False,False,8,SK,Facebook Ads
1069721,2018-08-16 21:52:17,False,False,15,DE,Organic
1358727,2018-11-25 00:27:40,False,False,8,MX,Organic
1228480,2018-10-24 10:54:50,True,False,16,CA,Organic
605969,2018-02-01 16:44:52,False,False,54,US,Facebook Ads
564648,2018-01-13 09:14:07,False,False,19,DE,Organic
109255,2017-09-21 18:07:36,True,False,31,US,Facebook Ads
1368945,2018-12-03 09:13:50,False,False,15,SK,Organic
1008734,2018-07-25 20:47:00,False,False,10,US,Facebook Ads
858695,2018-04-23 09:08:03,True,False,55,US,Facebook Ads
338363,2017-11-26 22:36:25,True,False,11,US,Facebook Ads
1298443,2018-11-17 02:11:48,False,False,4,AU,Organic
1364051,2018-11-30 22:33:02,False,False,11,TH,Organic
1358329,2018-11-24 00:39:06,False,False,5,JP,Facebook Ads
1069770,2018-08-16 22:37:35,False,False,15,US,unityads_int
1358677,2018-11-24 21:46:39,False,False,1,GB,Facebook Ads
853498,2018-04-18 13:41:18,False,False,20,CH,ironsource_int
1360036,2018-11-27 19:15:33,False,False,10,US,Facebook Ads
998238,2018-07-13 19:26:16,True,False,27,RU,Organic
1358880,2018-11-25 09:09:00,False,False,1,JP,Facebook Ads
453840,2017-12-13 22:27:26,False,False,12,US,unityads_int
1323333,2018-11-20 06:31:44,True,False,27,US,Facebook Ads
1363656,2018-11-30 01:16:23,False,False,7,DE,Facebook Ads
1334750,2018-11-23 04:44:47,False,False,1,US,Organic
