User_ID,Date,Level,Transaction_name,Amount_in_usd
1369635,2018-12-04 22:57:31,5,usd_50_10,4.99
1358174,2018-11-29 18:33:55,23,ship2,13.99
1323102,2018-11-28 06:19:22,23,ship2,16.3909
1363512,2018-11-29 19:28:54,3,pack3,5.6589
1363512,2018-11-29 19:44:41,5,pack10,14.3138
623410,2018-11-28 18:07:28,50,usd4,3.99
1359671,2018-11-28 02:54:10,7,usd4,3.9255
1359671,2018-11-28 06:06:11,9,usd4,3.9255
1359661,2018-12-03 09:04:37,23,ship2,14.0914
1363979,2018-11-30 19:34:28,5,pack10,16.1687
1359671,2018-11-30 02:38:19,13,usd4,3.9345
1358174,2018-11-30 01:25:50,24,usd4,3.99
1363566,2018-11-29 23:09:24,5,pack10,12.99
1359454,2018-11-30 20:21:17,10,pack11,4.99
1363566,2018-12-02 04:04:22,14,usd75,74.99
1363566,2018-12-02 14:36:28,15,pack15,24.99
1368437,2018-12-03 12:21:12,9,usd_50_10,5.6947
1363512,2018-11-30 10:47:49,9,pack13,20.9713
1363512,2018-11-30 10:49:22,9,usd4,4.3274
1363512,2018-11-30 11:23:14,11,pack8,10.985
1363512,2018-11-30 18:27:58,14,usd4,4.3274
1363512,2018-12-01 04:23:10,15,pack15,27.5748
1363512,2018-12-01 04:24:08,15,usd25,27.5748
1363512,2018-12-01 17:30:38,16,usd4,4.3253
1363512,2018-12-01 17:31:34,16,usd4,4.3253
1363512,2018-12-01 17:31:08,16,usd4,4.3253
1363512,2018-12-01 18:03:05,17,usd4,4.3253
1363512,2018-12-01 18:03:45,17,usd4,4.3253
1199132,2018-12-03 09:56:14,43,pack18,60.3867
1199132,2018-12-03 11:32:08,43,usd75,87.8402
1368598,2018-12-04 20:15:04,10,pack11,4.9503
1298696,2018-11-28 20:26:33,23,usd25,24.99
1360015,2018-11-28 01:54:55,10,pack11,4.99
1288798,2018-11-28 21:25:23,21,usd4,3.99
1368429,2018-12-02 07:21:06,6,usd10,9.99
1363372,2018-11-30 18:00:46,10,pack11,4.99
1363699,2018-11-30 03:57:07,1,usd4,3.99
1288798,2018-11-29 22:24:57,23,ship2,13.99
1368111,2018-12-01 16:16:40,10,pack11,6.01
1368111,2018-12-02 17:04:11,13,usd_50_4,2.5069
1333491,2018-12-03 17:29:17,10,usd10,9.99
473279,2018-12-03 14:52:04,13,usd10,9.99
1368524,2018-12-03 19:58:35,9,usd_50_4,2.5089
1363608,2018-11-30 01:46:50,6,pack10,15.2988
1333491,2018-12-04 00:18:14,10,usd10,9.99
1284153,2018-12-04 15:33:17,24,usd10,9.99
1333491,2018-12-04 20:12:45,12,usd10,9.99
1334011,2018-11-28 22:00:04,27,usd10,9.99
1299251,2018-11-29 03:14:38,14,usd4,3.99
1359976,2018-11-29 15:20:53,8,usd4,3.99
1359976,2018-11-29 18:13:11,10,pack11,4.99
1334192,2018-11-29 00:27:56,16,ship1,7.99
1360272,2018-12-02 16:58:28,11,usd_50_4,2.1684
1085206,2018-12-03 11:35:24,50,usd4,3.99
1360491,2018-12-02 17:10:28,21,usd_50_4,2.5069
1368635,2018-12-02 18:41:03,6,pack10,15.3151
1348116,2018-12-02 02:05:45,21,usd25,30.6536
1364099,2018-12-02 04:11:30,5,usd4,3.99
1364099,2018-12-03 05:15:34,8,usd_50_10,4.99
1363893,2018-11-30 19:32:26,9,usd4,3.99
1363893,2018-12-01 16:10:32,13,usd4,3.99
1363893,2018-12-02 17:48:02,16,usd_50_4,1.99
1363893,2018-12-03 06:29:29,17,usd_50_4,1.99
1334724,2018-12-01 15:42:11,34,usd4,3.99
1334192,2018-12-03 23:56:54,16,usd50,49.99
1369554,2018-12-04 16:40:35,5,pack10,12.6433
1359545,2018-11-29 11:49:46,19,usd25,24.99
1063803,2018-11-28 19:57:06,11,usd10,9.99
1363294,2018-11-29 11:44:29,3,pack3,6.2111
1067099,2018-11-28 08:47:51,49,usd25,25.0186
21861,2018-11-28 02:24:53,28,usd25,24.99
1359545,2018-12-03 00:37:44,35,usd_50_75,37.99
1063803,2018-11-29 21:38:49,11,usd4,3.99
1363294,2018-11-30 11:01:14,6,usd4,4.9664
1363294,2018-11-30 11:12:08,6,usd10,12.4346
1368689,2018-12-03 15:11:45,10,pack11,4.99
1333958,2018-12-03 17:44:32,23,ship2,13.99
12806,2018-11-30 05:24:53,10,pack11,4.9015
22263,2018-12-04 02:31:50,21,usd4,3.7672
22263,2018-12-04 02:33:01,21,usd4,3.7672
1368671,2018-12-04 12:56:54,3,usd_50_4,1.99
1369432,2018-12-04 15:54:55,10,pack11,5.9752
1333956,2018-11-28 21:31:23,27,usd10,9.99
1359541,2018-11-29 10:09:52,9,usd4,4.91
1199361,2018-12-01 00:34:51,34,usd10,9.99
1199361,2018-12-03 07:48:09,35,usd4,3.99
1199361,2018-12-03 07:48:18,35,usd4,3.99
1199361,2018-12-03 07:48:30,35,usd4,3.99
1199361,2018-12-03 08:08:19,35,usd4,3.99
1308193,2018-12-01 13:25:37,17,usd4,3.8480000000000003
1368354,2018-12-02 00:18:12,3,pack3,5.0409
1107449,2018-12-02 16:52:29,50,usd4,4.0642
1358603,2018-11-29 21:49:33,15,pack2,9.99
1358603,2018-11-30 22:36:29,18,usd4,3.99
1363219,2018-12-03 11:25:28,10,pack11,6.2912
1298700,2018-12-01 03:06:50,15,pack2,9.99
1363824,2018-11-30 15:08:23,10,pack11,4.6729
1369057,2018-12-04 06:29:46,9,usd_50_4,2.3182
1368913,2018-12-04 06:43:15,10,pack11,4.99
1369057,2018-12-04 07:50:42,10,usd_50_4,2.3182
1359085,2018-12-04 10:53:36,10,usd_50_4,2.4843
1358603,2018-12-04 23:53:45,24,ship2,13.99
1360171,2018-11-28 02:10:35,3,pack3,4.99
1360171,2018-11-28 15:09:30,7,pack4,5.99
1359448,2018-11-29 00:42:53,14,usd4,3.99
1363199,2018-11-29 04:45:39,3,pack3,4.99
1363199,2018-11-29 17:12:37,8,usd4,3.99
995131,2018-11-28 10:53:54,22,usd25,24.99
995131,2018-11-28 10:55:22,22,usd4,3.99
995131,2018-11-28 10:55:45,22,usd4,3.99
995131,2018-11-28 10:56:07,22,usd4,3.99
1359448,2018-12-02 12:03:37,15,usd4,3.99
1359448,2018-12-02 14:53:01,16,usd4,3.99
1359448,2018-12-03 00:26:09,16,usd_50_25,12.99
1359448,2018-12-03 12:38:46,17,usd_50_10,4.99
1368842,2018-12-03 03:43:40,7,usd_50_4,1.99
995131,2018-12-01 07:56:01,23,ship2,13.99
995131,2018-12-01 07:57:59,23,usd25,24.99
1220,2018-12-02 19:35:18,16,ship1,7.99
1363777,2018-12-01 09:38:35,8,usd10,9.494
1363777,2018-12-01 11:10:57,9,usd10,9.6297
1368842,2018-12-03 20:33:03,7,usd_50_10,4.99
1368842,2018-12-03 21:29:16,9,usd_50_10,4.99
1369207,2018-12-03 23:03:44,3,pack3,4.99
1369207,2018-12-03 23:05:16,3,usd_50_25,12.99
1369207,2018-12-03 23:22:25,4,usd_50_75,37.99
1369207,2018-12-03 23:52:12,5,pack10,12.99
1368842,2018-12-04 03:54:05,11,usd_50_10,4.99
1369494,2018-12-04 14:39:52,5,pack10,12.99
1369385,2018-12-04 15:46:29,5,usd_50_10,5.9752
506601,2018-12-04 16:22:32,11,usd4,3.99
506601,2018-12-04 16:23:21,11,usd4,3.99
1359448,2018-12-04 18:08:48,17,usd_50_10,4.99
1369630,2018-12-04 19:08:49,3,usd_50_25,12.99
1220,2018-12-04 20:40:58,18,usd10,9.99
1369494,2018-12-04 22:56:27,7,usd_50_50,24.99
128832,2018-11-28 23:00:48,35,usd10,10.0262
128832,2018-11-29 03:54:18,36,usd10,10.0262
1334788,2018-11-28 14:02:25,16,ship1,9.9581
1360016,2018-11-28 07:14:33,10,pack11,4.998
1358154,2018-11-29 15:40:17,5,usd4,3.99
1360054,2018-11-28 00:52:16,11,pack8,9.99
1360054,2018-11-28 02:30:31,11,usd10,9.99
1360411,2018-11-28 17:32:38,4,usd4,3.99
771113,2018-11-29 02:20:29,12,usd10,10.3561
771113,2018-11-29 02:21:33,12,usd10,10.3561
771113,2018-11-29 02:21:41,12,usd10,10.3561
771113,2018-11-29 02:49:35,13,pack13,19.6766
12894,2018-11-28 01:29:26,40,usd50,49.99
12894,2018-11-28 01:32:22,40,usd25,24.99
1359652,2018-11-28 17:07:30,10,pack11,4.99
1363724,2018-11-30 19:59:07,10,pack11,4.99
1363724,2018-11-30 21:07:55,12,usd4,3.99
1285146,2018-11-30 16:44:52,34,usd10,12.4346
12894,2018-12-01 18:42:41,43,pack18,49.99
12894,2018-12-01 18:43:45,43,usd25,24.99
12894,2018-12-02 06:47:12,44,usd25,24.99
1359172,2018-12-02 21:54:59,20,usd_50_10,5.6654
1360054,2018-11-30 20:02:11,15,pack15,24.99
1360054,2018-12-01 18:34:03,16,usd10,9.99
1360054,2018-12-02 18:35:24,18,usd_50_50,24.99
1360054,2018-12-03 03:15:36,18,usd_50_25,12.99
1368779,2018-12-03 20:19:55,6,usd_50_4,1.99
1359172,2018-12-04 01:47:49,23,ship2,15.9493
1359172,2018-12-04 01:48:58,23,usd_50_4,2.3182
1368880,2018-12-04 08:11:42,8,usd_50_10,5.9752
1369075,2018-12-04 17:25:24,10,pack11,4.99
1228933,2018-11-28 10:46:09,12,usd10,9.99
1200456,2018-11-29 07:02:28,34,usd10,9.99
1359543,2018-11-29 16:59:13,10,usd10,9.99
1228933,2018-11-30 08:59:26,12,usd25,24.99
1359280,2018-12-03 09:54:54,13,usd_50_4,2.0411
1228933,2018-12-03 10:21:31,13,usd25,24.99
455101,2018-12-03 13:18:28,10,pack11,5.1201
1368687,2018-12-02 17:56:11,3,usd_50_50,24.99
1368687,2018-12-02 17:56:56,3,pack3,4.99
1368687,2018-12-02 18:16:03,5,pack10,12.99
1368687,2018-12-02 18:36:27,6,usd_50_25,12.99
1368687,2018-12-02 19:27:11,9,pack13,18.99
1368687,2018-12-02 20:00:29,11,pack8,9.99
1368687,2018-12-02 20:10:30,11,usd_50_50,24.99
1368687,2018-12-03 00:39:46,12,usd_50_25,12.99
1359543,2018-12-03 06:22:04,15,usd_50_10,4.99
1363637,2018-11-30 01:59:52,7,usd4,4.9664
1363637,2018-11-30 02:32:55,7,usd4,4.9664
1363637,2018-11-30 02:33:15,7,pack10,16.1687
1363637,2018-11-30 06:11:50,12,usd10,12.4346
1433,2018-12-03 20:06:16,55,usd10,9.99
1219309,2018-12-04 11:57:25,16,ship1,7.99
1359165,2018-11-28 12:33:57,12,usd4,3.3282
1360195,2018-11-29 02:52:33,9,usd10,7.4212
1359704,2018-11-28 06:32:23,16,usd4,3.99
1359704,2018-11-29 01:03:37,18,usd4,3.99
1333981,2018-11-29 08:04:15,16,usd4,3.99
1333981,2018-11-29 08:05:10,16,usd4,3.99
1359165,2018-12-03 03:32:13,13,usd_50_4,1.6621
1359165,2018-12-03 03:33:13,13,usd_50_4,1.6621
1359165,2018-12-03 12:36:17,13,usd_50_4,1.6621
1360045,2018-11-30 20:01:21,10,pack11,6.0036
1359704,2018-11-30 18:05:20,23,ship2,13.99
7478,2018-12-02 10:27:28,8,usd10,12.0309
7478,2018-12-02 11:27:22,9,pack13,22.9781
7478,2018-12-03 05:39:17,11,usd_50_10,6.0288
1364093,2018-12-01 22:51:03,12,usd10,9.99
1363340,2018-11-30 19:56:39,8,usd4,4.9664
1363340,2018-11-30 19:56:39,8,usd4,5.0305
1369034,2018-12-03 13:44:16,3,usd_50_4,2.0411
11536,2018-12-01 12:17:16,23,usd4,3.99
11536,2018-12-01 12:27:01,23,usd4,3.99
11536,2018-12-01 12:27:24,23,usd4,3.99
11536,2018-12-01 12:37:22,23,usd4,3.99
11536,2018-12-01 12:37:34,23,usd4,3.99
1005319,2018-12-02 00:21:29,15,usd10,9.99
1333981,2018-12-03 03:29:41,17,usd4,3.99
1333981,2018-12-03 03:32:56,17,usd4,3.99
1368129,2018-12-01 13:36:08,6,usd10,9.99
1368245,2018-12-03 15:15:55,9,usd_50_4,2.0065
1368245,2018-12-03 15:16:34,9,usd_50_10,5.0271
1368313,2018-12-02 17:56:53,5,usd_50_4,1.6591
3694,2018-12-03 20:37:13,33,usd10,9.99
3694,2018-12-03 20:42:42,33,usd25,24.99
1005319,2018-12-03 21:58:29,18,usd4,3.99
1323328,2018-12-04 01:06:05,15,pack15,24.9851
1359165,2018-12-04 01:08:03,14,usd_50_4,1.6621
1359165,2018-12-04 01:08:18,14,usd_50_4,1.6621
1359165,2018-12-04 01:08:31,14,usd_50_4,1.6621
1359165,2018-12-04 01:09:33,14,usd_50_4,1.6621
1359165,2018-12-04 01:09:47,14,usd_50_4,1.6621
1333981,2018-12-04 02:50:46,18,usd4,3.99
1333981,2018-12-04 02:54:54,18,usd4,3.99
1333981,2018-12-04 03:17:27,18,usd75,74.99
1369045,2018-12-04 06:03:14,9,usd_50_25,12.99
1369045,2018-12-04 06:16:23,10,pack13,18.99
1369045,2018-12-04 06:42:59,11,pack8,9.99
1359165,2018-12-04 16:27:17,16,usd_50_4,1.5992
1359165,2018-12-04 16:28:21,16,usd_50_4,1.5992
1359165,2018-12-04 16:29:30,16,usd_50_4,1.5992
1359165,2018-12-04 18:50:33,16,ship1,6.1096
1369747,2018-12-04 23:33:38,6,usd_50_4,1.99
1360334,2018-11-28 14:24:16,8,pack4,5.99
1360334,2018-11-28 15:29:26,9,usd4,3.99
1360334,2018-11-29 14:51:02,15,usd4,3.99
1358873,2018-11-29 08:20:55,16,usd10,12.0181
1318200,2018-11-29 17:11:08,47,usd25,24.99
1318200,2018-11-29 17:11:56,47,usd25,24.99
1359145,2018-11-28 05:05:40,23,ship2,13.99
1359145,2018-11-29 01:53:53,26,usd4,3.99
1359942,2018-11-29 17:39:12,10,pack11,4.99
1359209,2018-11-28 00:20:53,13,usd10,9.99
1359209,2018-11-28 19:03:35,15,pack15,24.99
1359209,2018-11-28 19:07:31,15,usd10,9.99
1359209,2018-11-28 19:07:59,15,usd10,9.99
1359209,2018-11-28 19:50:46,15,usd10,9.99
